make_model,year,price_usd,transmission,color,body_type,engine_cap,engine_type,wheel_pos,mileage,city,car_link,date,age
Toyota Corolla,2007,9200,автомат,черный,седан,1.8,бензин,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/toyota-corolla-64280da6e8494453206594,04_01_2023,16
Hyundai Sonata,2017,14900,автомат,белый,седан,2.0,газ,руль слева,165 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6426c599e2c46688482553,04_01_2023,6
Lexus ES,2003,10500,автомат,серебристый,седан,3.0,бензин,руль слева,208 000 км,Бишкек,https://www.mashina.kg/details/lexus-es-64280d301e809717218173,04_01_2023,20
Hyundai Sonata,2017,14500,автомат,серебристый,седан,2.0,газ,руль слева,241 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64280d26493ec995591246,04_01_2023,6
Kia K5 II Седан,2017,13000,автомат,черный,седан,2.0,газ,руль слева,192 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-64280d14bf026929329353,04_01_2023,6
Toyota Wish,2004,9000,автомат,серебристый,компактвэн,1.8,бензин,руль справа,250 000 км,Бишкек,https://www.mashina.kg/details/toyota-wish-64280ca348c7d812575294,04_01_2023,19
Toyota Camry,2013,13700,автомат,белый,седан,2.5,бензин,руль слева,16 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-642721446afa5597914681,04_01_2023,10
Hyundai Getz,2004,5463,механика,жёлтый,хэтчбек 5 дв.,1.6,бензин,руль слева,290 000 км,Бишкек,https://www.mashina.kg/details/hyundai-getz-64280c466cd8b893100751,04_01_2023,19
Honda Accord,2003,9400,автомат,хамелеон,седан,2.4,бензин,руль справа,308 255 км,Бишкек,https://www.mashina.kg/details/honda-accord-64280b73c025a686266287,04_01_2023,20
Toyota Wish,2004,8700,автомат,белый,компактвэн,1.8,бензин,руль справа,198 000 км,Бишкек,https://www.mashina.kg/details/toyota-wish-6426b4625b4c4535961667,04_01_2023,19
Toyota Altezza,2003,5800,автомат,серебристый,универсал,2.0,бензин,руль справа,308 000 км,Бишкек,https://www.mashina.kg/details/toyota-altezza-6427f7a5aa6d2513760217,04_01_2023,20
Kia K5 II Седан,2016,12200,автомат,белый,седан,2.0,газ,руль слева,137 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-6427f6cf18f95196832122,04_01_2023,7
Kia K5 II Седан,2016,11900,автомат,серебристый,седан,2.0,газ,руль слева,95 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-6426d72c549ac914008097,04_01_2023,7
Toyota Camry,2012,15000,автомат,черный,седан,2.5,бензин,руль слева,147 918 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427f5fdca50b272191774,04_01_2023,11
Subaru Impreza,2006,5200,автомат,серебристый,седан,1.5,бензин,руль справа,274 000 км,Бишкек,https://www.mashina.kg/details/subaru-impreza-6427f59353060168575101,04_01_2023,17
Toyota Camry,2014,19000,автомат,черный,седан,2.5,бензин,руль слева,162 408 км,Бишкек,https://www.mashina.kg/details/toyota-camry-642753c80a84d206644302,04_01_2023,9
Kia K5 II Седан,2016,13600,автомат,белый,седан,2.0,газ,руль слева,210 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-6427f2c4c7b19905349817,04_01_2023,7
Kia Ray,2012,8500,автомат,белый,микровэн,1.0,бензин,руль слева,144 824 км,Бишкек,https://www.mashina.kg/details/kia-ray-6427f0ecc72d2288775993,04_01_2023,11
Toyota Camry,2017,15800,автомат,серый,седан,2.5,бензин,руль слева,116 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427f074712e2594650370,04_01_2023,6
Hyundai Sonata,2015,12500,автомат,серебристый,седан,2.0,газ,руль слева,170 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6427ec0a22102708512891,04_01_2023,8
BMW 6 серии,2005,10000,автомат,бирюзовый,кабриолет,4.4,бензин,руль слева,227 000 км,Бишкек,https://www.mashina.kg/details/bmw-6-serii-6427ef99b6778086647008,04_01_2023,18
Mercedes-Benz Viano,2006,14000,механика,серый,минивэн,2.1,дизель,руль слева,306 443 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-viano-6427ef3ca915d355717975,04_01_2023,17
Subaru Legacy,2003,6800,автомат,серебристый,универсал,2.0,бензин,руль справа,205 000 км,Бишкек,https://www.mashina.kg/details/subaru-legacy-6426947fa8bd6179998472,04_01_2023,20
Kia Carnival,2017,18600,автомат,белый,минивэн,2.2,дизель,руль слева,147 436 км,Бишкек,https://www.mashina.kg/details/kia-carnival-6427ed5dbb4ed820061958,04_01_2023,6
Mitsubishi Carisma,2003,3984,автомат,серебристый,седан,1.6,бензин,руль слева,330 000 км,Бишкек,https://www.mashina.kg/details/mitsubishi-carisma-64268ebb932a4572760038,04_01_2023,20
Toyota Camry,2013,15000,вариатор,серый,седан,2.5,гибрид,руль слева,130 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427ec1e56c6e852402363,04_01_2023,10
Chevrolet Spark,2017,7400,вариатор,белый,хэтчбек 5 дв.,1.0,бензин,руль слева,147 300 км,Бишкек,https://www.mashina.kg/details/chevrolet-spark-6427eb321f50e935390843,04_01_2023,6
Honda Fit Aria,2003,4900,вариатор,серебристый,седан,1.3,бензин,руль справа,100 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-aria-6426c19ce6235934005813,04_01_2023,20
Toyota Camry,2010,12500,автомат,вишня,седан,2.5,бензин,руль слева,155 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6426cfb6e0674729221057,04_01_2023,13
Toyota Camry,2003,9500,автомат,черный,седан,2.4,бензин,руль слева,280 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6426d12049d02701708809,04_01_2023,20
Honda Jazz,2007,7700,вариатор,красный,хэтчбек 5 дв.,1.3,бензин,руль слева,165 000 км,Бишкек,https://www.mashina.kg/details/honda-jazz-64265aea901ac883601628,04_01_2023,16
Subaru Forester,2016,16500,вариатор,черный,внедорожник 5 дв.,2.5,бензин,руль слева,140 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-6427d319d6e0a449084055,04_01_2023,7
Land-Rover Range Rover,2005,7500,автомат,черный,внедорожник 5 дв.,4.4,бензин,руль слева,272 825 км,Бишкек,https://www.mashina.kg/details/land-rover-range-rover-6427d19ce99fa715567136,04_01_2023,18
Nissan X-Trail,2007,6260,механика,серебристый,внедорожник 5 дв.,2.2,дизель,руль слева,236 592 км,Бишкек,https://www.mashina.kg/details/nissan-x-trail-6427d153519e2233828298,04_01_2023,16
Hyundai Avante,2011,10500,автомат,серебристый,седан,1.6,бензин,руль слева,240 000 км,Бишкек,https://www.mashina.kg/details/hyundai-avante-6427d0e93a946990527117,04_01_2023,12
Nissan Teana,2003,5450,автомат,серебристый,седан,2.3,бензин,руль справа,200 000 км,Бишкек,https://www.mashina.kg/details/nissan-teana-6427d068e01f0159347697,04_01_2023,20
Subaru Legacy,2019,17800,вариатор,черный,седан,2.5,бензин,руль слева,90 000 км,Бишкек,https://www.mashina.kg/details/subaru-legacy-64272a6abdfb1944233974,04_01_2023,4
Toyota Camry,2003,9000,автомат,голубой,седан,2.4,бензин,руль слева,220 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427cd72f2284621800878,04_01_2023,20
Chevrolet Volt,2012,12000,вариатор,серебристый,хэтчбек 5 дв.,1.4,гибрид,руль слева,183 000 км,Бишкек,https://www.mashina.kg/details/chevrolet-volt-64270b58dea0b912448961,04_01_2023,11
Mercedes-Benz E-класс,2005,8600,автомат,серый,седан,3.5,бензин,руль слева,260 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-e-klass-6427ceee58ef7665976489,04_01_2023,18
Honda Fit,2003,5800,вариатор,синий,хэтчбек 5 дв.,1.3,бензин,руль справа,180 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-6427ce7633a87176713188,04_01_2023,20
Hyundai Sonata,2016,13800,автомат,серебристый,седан,2.0,газ,руль слева,102 300 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6427cdcb08091788168687,04_01_2023,7
Mercedes-Benz M-класс,2006,12000,автомат,черный,внедорожник 5 дв.,3.5,бензин,руль слева,272 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-m-klass-6427cd2eeb289368204791,04_01_2023,17
Hyundai Solaris,2012,6700,автомат,серебристый,седан,1.6,бензин,руль слева,283 000 км,Бишкек,https://www.mashina.kg/details/hyundai-solaris-6427ccb08c40d236963852,04_01_2023,11
Lexus IS,2008,13000,автомат,белый,седан,3.5,бензин,руль слева,180 000 км,Бишкек,https://www.mashina.kg/details/lexus-is-64267de7c7fde134341382,04_01_2023,15
Toyota Camry,2011,11999,автомат,серебристый,седан,2.5,бензин,руль слева,155 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427cb4b8ca15730946983,04_01_2023,12
Toyota Camry (Japan),2005,11800,автомат,серебристый,седан,2.4,бензин,руль справа,192 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-japan-6427cac0a0b45819225496,04_01_2023,18
Honda Stepwgn,2004,11000,автомат,серебристый,минивэн,2.0,бензин,руль справа,226 000 км,Бишкек,https://www.mashina.kg/details/honda-stepwgn-6426b22723a67259875923,04_01_2023,19
Kia Morning,2017,11900,автомат,серый,хэтчбек 5 дв.,1.0,бензин,руль слева,105 500 км,Бишкек,https://www.mashina.kg/details/kia-morning-6427c932db87b011623187,04_01_2023,6
Toyota RAV4,2013,20000,автомат,белый,внедорожник 5 дв.,2.5,бензин,руль слева,89 000 км,Бишкек,https://www.mashina.kg/details/toyota-rav4-6427e94a27f4e021176932,04_01_2023,10
Hyundai Elantra,2018,14300,автомат,черный,седан,2.0,бензин,руль слева,28 300 км,Бишкек,https://www.mashina.kg/details/hyundai-elantra-6427e92ea3ea7084062659,04_01_2023,5
Kia Morning,2016,9300,автомат,бежевый,хэтчбек 5 дв.,1.0,бензин,руль слева,127 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-6426830065146135208834,04_01_2023,7
Toyota Camry,2017,19000,автомат,золотистый,седан,2.5,бензин,руль слева,40 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427e83674cbc174159139,04_01_2023,6
Kia K5 II Седан,2016,13500,автомат,белый,седан,2.0,газ,руль слева,120 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-6427e7618f42b081295641,04_01_2023,7
Chevrolet Matiz,2008,4100,автомат,красный,хэтчбек 5 дв.,0.8,бензин,руль слева,18 000 км,Бишкек,https://www.mashina.kg/details/chevrolet-matiz-6427e5c0df39a708720148,04_01_2023,15
Lexus RX,2004,16500,автомат,зеленый,внедорожник 5 дв.,3.3,бензин,руль слева,170 000 км,Бишкек,https://www.mashina.kg/details/lexus-rx-6427e4d2afefd076712975,04_01_2023,19
Toyota Caldina,2004,8000,автомат,серый,универсал,1.8,бензин,руль справа,290 000 км,Бишкек,https://www.mashina.kg/details/toyota-caldina-6427e4909a7ce637239828,04_01_2023,19
Toyota Ist,2003,7500,автомат,белый,хэтчбек 5 дв.,1.5,бензин,руль справа,241 235 км,Бишкек,https://www.mashina.kg/details/toyota-ist-6425d753b6aa7985209582,04_01_2023,20
Toyota RAV4,2010,11850,автомат,золотистый,внедорожник 5 дв.,2.0,бензин,руль слева,100 000 км,Бишкек,https://www.mashina.kg/details/toyota-rav4-6427e342a26b4561087050,04_01_2023,13
Toyota Corolla,2005,8500,автомат,синий,хэтчбек 5 дв.,1.6,бензин,руль слева,92 139 км,Бишкек,https://www.mashina.kg/details/toyota-corolla-6427e332d8aaa030137681,04_01_2023,18
Honda Fit,2005,7500,вариатор,голубой,хэтчбек 5 дв.,1.3,бензин,руль справа,205 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-64272be95d55a541384263,04_01_2023,18
Toyota Prius,2014,14000,автомат,серебристый,хэтчбек 5 дв.,1.8,гибрид,руль слева,141 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-6425d05c46aeb805354200,04_01_2023,9
BYD E5,2019,10500,автомат,белый,седан,2.0,электро,руль слева,130 000 км,Бишкек,https://www.mashina.kg/details/byd-e5-6426b41d8c7b6124066828,04_01_2023,4
DongFeng S50,2020,10500,автомат,белый,седан,2.0,электро,руль слева,138 000 км,Бишкек,https://www.mashina.kg/details/dongfeng-s50-6427e16371708365908637,04_01_2023,3
